GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,OMN,Oman,,<500 [<200‰ÛÒ<500],500,200,500,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,PAK,Pakistan,,22 000 [20 000‰ÛÒ24 000],22000,20000,24000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,AMR,Americas,,PAN,Panama,,1300 [1100‰ÛÒ1400],1300,1100,1400,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,PNG,Papua New Guinea,,2100 [1800‰ÛÒ2500],2100,1800,2500,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,AMR,Americas,,PRY,Paraguay,,1100 [690‰ÛÒ1700],1100,690,1700,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,AMR,Americas,,PER,Peru,,3300 [1900‰ÛÒ5800],3300,1900,5800,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,PHL,Philippines,,13 000 [11 000‰ÛÒ16 000],13000,11000,16000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EUR,Europe,,POL,Poland,,1500 [1500‰ÛÒ1700],1500,1500,1700,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EUR,Europe,,PRT,Portugal,,740 [580‰ÛÒ850],740,580,850,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,QAT,Qatar,,No data,,,,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,KOR,Republic of Korea,,No data,,,,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EUR,Europe,,MDA,Republic of Moldova,,1000 [670‰ÛÒ1600],1000,670,1600,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EUR,Europe,,MKD,Republic of North Macedonia,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EUR,Europe,,ROU,Romania,,790 [670‰ÛÒ910],790,670,910,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EUR,Europe,,RUS,Russian Federation,,No data,,,,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,AFR,Africa,,RWA,Rwanda,,3600 [2400‰ÛÒ4800],3600,2400,4800,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,SAU,Saudi Arabia,,No data,,,,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,AFR,Africa,,SEN,Senegal,,1300 [860‰ÛÒ1900],1300,860,1900,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EUR,Europe,,SRB,Serbia,,<500 [<100‰ÛÒ<500],500,100,500,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,AFR,Africa,,SLE,Sierra Leone,,4100 [2700‰ÛÒ5700],4100,2700,5700,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,SGP,Singapore,,<200 [<200‰ÛÒ<200],200,200,200,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EUR,Europe,,SVK,Slovakia,,<200 [<100‰ÛÒ<500],200,100,500,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EUR,Europe,,SVN,Slovenia,,<100 [<100‰ÛÒ<200],100,100,200,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,SOM,Somalia,,<500 [<500‰ÛÒ770],500,500,770,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,AFR,Africa,,ZAF,South Africa,,240 000 [210 000‰ÛÒ270 000],240000,210000,270000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,AFR,Africa,,SSD,South Sudan,,19 000 [13 000‰ÛÒ27 000],19000,13000,27000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EUR,Europe,,ESP,Spain,,3100 [2400‰ÛÒ3800],3100,2400,3800,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,LKA,Sri Lanka,,<200 [<200‰ÛÒ<200],200,200,200,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,SDN,Sudan,,5200 [1100‰ÛÒ12 000],5200,1100,12000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,AMR,Americas,,SUR,Suriname,,<500 [<200‰ÛÒ500],500,200,500,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EUR,Europe,,SWE,Sweden,,No data,,,,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EUR,Europe,,CHE,Switzerland,,No data,,,,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,<100 [<100‰ÛÒ<100],100,100,100,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EUR,Europe,,TJK,Tajikistan,,840 [590‰ÛÒ1200],840,590,1200,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,THA,Thailand,,6400 [5700‰ÛÒ7000],6400,5700,7000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,TLS,Timor-Leste,,No data,,,,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,AFR,Africa,,TGO,Togo,,5000 [4600‰ÛÒ5300],5000,4600,5300,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,AMR,Americas,,TTO,Trinidad and Tobago,,No data,,,,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,TUN,Tunisia,,<500 [<200‰ÛÒ520],500,200,520,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EUR,Europe,,TUR,Turkey,,No data,,,,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EUR,Europe,,TKM,Turkmenistan,,No data,,,,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,AFR,Africa,,UGA,Uganda,,53 000 [44 000‰ÛÒ67 000],53000,44000,67000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EUR,Europe,,UKR,Ukraine,,12 000 [10 000‰ÛÒ15 000],12000,10000,15000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,ARE,United Arab Emirates,,No data,,,,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,No data,,,,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,AFR,Africa,,TZA,United Republic of Tanzania,,72 000 [61 000‰ÛÒ83 000],72000,61000,83000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,AMR,Americas,,USA,United States of America,,No data,,,,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,AMR,Americas,,URY,Uruguay,,890 [<500‰ÛÒ1600],890,500,1600,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EUR,Europe,,UZB,Uzbekistan,,5400 [5200‰ÛÒ5500],5400,5200,5500,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,AMR,Americas,,VEN,Venezuela (Bolivarian Republic of),,No data,,,,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,VNM,Viet Nam,,5700 [5200‰ÛÒ6300],5700,5200,6300,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,YEM,Yemen,,1100 [<500‰ÛÒ2200],1100,500,2200,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,AFR,Africa,,ZMB,Zambia,,48 000 [34 000‰ÛÒ69 000],48000,34000,69000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,AFR,Africa,,ZWE,Zimbabwe,,38 000 [28 000‰ÛÒ51 000],38000,28000,51000,,,
