GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,MYS,Malaysia,,87 000 [77 000дус98 000],87000,77000,98000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,NAM,Namibia,,200 000 [190 000дус220 000],200000,190000,220000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,NER,Niger,,36 000 [30 000дус43 000],36000,30000,43000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,NGA,Nigeria,,1 900 000 [1 400 000дус2 600 000],1900000,1400000,2600000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AMR,Americas,,NIC,Nicaragua,,9400 [7600дус12 000],9400,7600,12000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,NLD,Netherlands,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,NOR,Norway,,5800 [5200дус6300],5800,5200,6300,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,NPL,Nepal,,30 000 [26 000дус34 000],30000,26000,34000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,NZL,New Zealand,,3600 [3100дус4200],3600,3100,4200,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,OMN,Oman,,3200 [2900дус3600],3200,2900,3600,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,PAK,Pakistan,,160 000 [140 000дус190 000],160000,140000,190000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AMR,Americas,,PAN,Panama,,26 000 [24 000дус29 000],26000,24000,29000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AMR,Americas,,PER,Peru,,79 000 [58 000дус110 000],79000,58000,110000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,PHL,Philippines,,77 000 [65 000дус90 000],77000,65000,90000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,PNG,Papua New Guinea,,45 000 [41 000дус50 000],45000,41000,50000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,POL,Poland,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,PRK,Democratic People's Republic of Korea,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,PRT,Portugal,,41 000 [36 000дус46 000],41000,36000,46000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AMR,Americas,,PRY,Paraguay,,21 000 [16 000дус31 000],21000,16000,31000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,QAT,Qatar,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,ROU,Romania,,18 000 [16 000дус20 000],18000,16000,20000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,RUS,Russian Federation,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,RWA,Rwanda,,220 000 [200 000дус250 000],220000,200000,250000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,SAU,Saudi Arabia,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,SDN,Sudan,,59 000 [26 000дус110 000],59000,26000,110000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,SEN,Senegal,,42 000 [37 000дус47 000],42000,37000,47000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,SGP,Singapore,,7900 [7200дус8700],7900,7200,8700,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,SLE,Sierra Leone,,70 000 [56 000дус86 000],70000,56000,86000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AMR,Americas,,SLV,El Salvador,,25 000 [21 000дус30 000],25000,21000,30000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,SOM,Somalia,,11 000 [8400дус15 000],11000,8400,15000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,SRB,Serbia,,3000 [2200дус3800],3000,2200,3800,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,SSD,South Sudan,,190 000 [140 000дус240 000],190000,140000,240000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AMR,Americas,,SUR,Suriname,,5600 [3700дус8100],5600,3700,8100,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,SVK,Slovakia,,1200 [910дус1900],1200,910,1900,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,SVN,Slovenia,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,SWE,Sweden,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,SWZ,Eswatini,,210 000 [190 000дус220 000],210000,190000,220000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,660 [590дус720],660,590,720,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,TCD,Chad,,120 000 [94 000дус150 000],120000,94000,150000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,TGO,Togo,,110 000 [100 000дус120 000],110000,100000,120000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,THA,Thailand,,480 000 [420 000дус550 000],480000,420000,550000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,TJK,Tajikistan,,13 000 [11 000дус16 000],13000,11000,16000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,TKM,Turkmenistan,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,TLS,Timor-Leste,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AMR,Americas,,TTO,Trinidad and Tobago,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,TUN,Tunisia,,2800 [1700дус4400],2800,1700,4400,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,TUR,Turkey,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,TZA,United Republic of Tanzania,,1 600 000 [1 400 000дус1 700 000],1600000,1400000,1700000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,UGA,Uganda,,1 400 000 [1 300 000дус1 500 000],1400000,1300000,1500000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,UKR,Ukraine,,240 000 [220 000дус260 000],240000,220000,260000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AMR,Americas,,URY,Uruguay,,14 000 [9900дус19 000],14000,9900,19000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AMR,Americas,,USA,United States of America,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EUR,Europe,,UZB,Uzbekistan,,52 000 [48 000дус56 000],52000,48000,56000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AMR,Americas,,VEN,Venezuela (Bolivarian Republic of),,120 000 [100 000дус130 000],120000,100000,130000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,VNM,Viet Nam,,230 000 [200 000дус260 000],230000,200000,260000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,EMR,Eastern Mediterranean,,YEM,Yemen,,11 000 [6500дус18 000],11000,6500,18000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,ZAF,South Africa,,7 700 000 [7 100 000дус8 300 000],7700000,7100000,8300000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,ZMB,Zambia,,1 200 000 [1 100 000дус1 400 000],1200000,1100000,1400000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/2921,PUBLISHED,Published,,2018,2018,,AFR,Africa,,ZWE,Zimbabwe,,1 300 000 [1 100 000дус1 500 000],1300000,1100000,1500000,,,
